Notes,County,County Code,Deaths,Population,Crude Rate,Deaths,Population,Crude Rate
"Mountrail County, ND",38061,White,2106-3,Female,F,13,1642,791.7 (Unreliable)
"Mountrail County, ND",38061,White,2106-3,Male,M,17,1641,1036.0 (Unreliable)
"Mountrail County, ND",38061,White,2106-3,,,30,3283,913.8
"Mountrail County, ND",38061,,,,,35,3543,987.9
"Nelson County, ND",38063,White,2106-3,Female,F,17,1501,1132.6 (Unreliable)
"Nelson County, ND",38063,White,2106-3,Male,M,29,1461,1984.9
"Nelson County, ND",38063,White,2106-3,,,46,2962,1553
"Nelson County, ND",38063,,,,,46,2964,1552
"Oliver County, ND",38065,White,2106-3,Female,F,1,463,216.0 (Unreliable)
"Oliver County, ND",38065,White,2106-3,Male,M,5,494,1012.1 (Unreliable)
"Oliver County, ND",38065,White,2106-3,,,6,957,627.0 (Unreliable)
"Oliver County, ND",38065,,,,,6,964,622.4 (Unreliable)
"Pembina County, ND",38067,Other Race,2131-1,Male,M,1,11,9090.9 (Unreliable)
"Pembina County, ND",38067,Other Race,2131-1,,,1,27,3703.7 (Unreliable)
"Pembina County, ND",38067,White,2106-3,Female,F,41,2536,1616.7
"Pembina County, ND",38067,White,2106-3,Male,M,46,2363,1946.7
"Pembina County, ND",38067,White,2106-3,,,87,4899,1775.9
"Pembina County, ND",38067,,,,,88,4926,1786.4
"Pierce County, ND",38069,White,2106-3,Female,F,12,1532,783.3 (Unreliable)
"Pierce County, ND",38069,White,2106-3,Male,M,12,1382,868.3 (Unreliable)
"Pierce County, ND",38069,White,2106-3,,,24,2914,823.6
"Pierce County, ND",38069,,,,,24,2925,820.5
"Ramsey County, ND",38071,White,2106-3,Female,F,31,3028,1023.8
"Ramsey County, ND",38071,White,2106-3,Male,M,41,2747,1492.5
"Ramsey County, ND",38071,White,2106-3,,,72,5775,1246.8
"Ramsey County, ND",38071,,,,,72,5846,1231.6
"Ransom County, ND",38073,White,2106-3,Female,F,21,1662,1263.5
"Ransom County, ND",38073,White,2106-3,Male,M,36,1653,2177.9
"Ransom County, ND",38073,White,2106-3,,,57,3315,1719.5
"Ransom County, ND",38073,,,,,57,3324,1714.8
"Renville County, ND",38075,White,2106-3,Female,F,3,884,339.4 (Unreliable)
"Renville County, ND",38075,White,2106-3,Male,M,14,849,1649.0 (Unreliable)
"Renville County, ND",38075,White,2106-3,,,17,1733,981.0 (Unreliable)
"Renville County, ND",38075,,,,,17,1741,976.5 (Unreliable)
"Richland County, ND",38077,White,2106-3,Female,F,38,4025,944.1
"Richland County, ND",38077,White,2106-3,Male,M,70,3610,1939.1
"Richland County, ND",38077,White,2106-3,,,108,7635,1414.5
"Richland County, ND",38077,,,,,108,7695,1403.5
"Rolette County, ND",38079,Other Race,2131-1,Female,F,4,919,435.3 (Unreliable)
"Rolette County, ND",38079,Other Race,2131-1,Male,M,11,915,1202.2 (Unreliable)
"Rolette County, ND",38079,Other Race,2131-1,,,15,1834,817.9 (Unreliable)
"Rolette County, ND",38079,White,2106-3,Female,F,12,1234,972.4 (Unreliable)
"Rolette County, ND",38079,White,2106-3,Male,M,15,1177,1274.4 (Unreliable)
"Rolette County, ND",38079,White,2106-3,,,27,2411,1119.9
"Rolette County, ND",38079,,,,,42,4245,989.4
"Sargent County, ND",38081,White,2106-3,Female,F,15,1241,1208.7 (Unreliable)
"Sargent County, ND",38081,White,2106-3,Male,M,18,1251,1438.8 (Unreliable)
"Sargent County, ND",38081,White,2106-3,,,33,2492,1324.2
"Sargent County, ND",38081,,,,,33,2495,1322.6
"Sheridan County, ND",38083,White,2106-3,Female,F,4,737,542.7 (Unreliable)
"Sheridan County, ND",38083,White,2106-3,Male,M,6,749,801.1 (Unreliable)
"Sheridan County, ND",38083,White,2106-3,,,10,1486,672.9 (Unreliable)
"Sheridan County, ND",38083,,,,,10,1487,672.5 (Unreliable)
"Sioux County, ND",38085,Other Race,2131-1,Male,M,3,242,1239.7 (Unreliable)
"Sioux County, ND",38085,Other Race,2131-1,,,3,550,545.5 (Unreliable)
"Sioux County, ND",38085,White,2106-3,Female,F,2,261,766.3 (Unreliable)
"Sioux County, ND",38085,White,2106-3,Male,M,2,276,724.6 (Unreliable)
"Sioux County, ND",38085,White,2106-3,,,4,537,744.9 (Unreliable)
"Sioux County, ND",38085,,,,,7,1087,644.0 (Unreliable)
"Slope County, ND",38087,White,2106-3,Female,F,1,248,403.2 (Unreliable)
"Slope County, ND",38087,White,2106-3,Male,M,4,261,1532.6 (Unreliable)
"Slope County, ND",38087,White,2106-3,,,5,509,982.3 (Unreliable)
"Slope County, ND",38087,,,,,5,509,982.3 (Unreliable)
"Stark County, ND",38089,White,2106-3,Female,F,50,4293,1164.7
"Stark County, ND",38089,White,2106-3,Male,M,48,3902,1230.1
"Stark County, ND",38089,White,2106-3,,,98,8195,1195.9
"Stark County, ND",38089,,,,,98,8227,1191.2
"Steele County, ND",38091,White,2106-3,Female,F,8,774,1033.6 (Unreliable)
"Steele County, ND",38091,White,2106-3,Male,M,9,782,1150.9 (Unreliable)
"Steele County, ND",38091,White,2106-3,,,17,1556,1092.5 (Unreliable)
"Steele County, ND",38091,,,,,17,1556,1092.5 (Unreliable)
"Stutsman County, ND",38093,White,2106-3,Female,F,64,5493,1165.1
"Stutsman County, ND",38093,White,2106-3,Male,M,62,4828,1284.2
"Stutsman County, ND",38093,White,2106-3,,,126,10321,1220.8
"Stutsman County, ND",38093,,,,,126,10381,1213.8
"Towner County, ND",38095,Other Race,2131-1,Male,M,1,4,25000.0 (Unreliable)
"Towner County, ND",38095,Other Race,2131-1,,,1,16,6250.0 (Unreliable)
"Towner County, ND",38095,White,2106-3,Female,F,13,1058,1228.7 (Unreliable)
"Towner County, ND",38095,White,2106-3,Male,M,17,989,1718.9 (Unreliable)
"Towner County, ND",38095,White,2106-3,,,30,2047,1465.6
"Towner County, ND",38095,,,,,31,2063,1502.7
"Traill County, ND",38097,Other Race,2131-1,Female,F,1,7,14285.7 (Unreliable)
"Traill County, ND",38097,Other Race,2131-1,,,1,9,11111.1 (Unreliable)
"Traill County, ND",38097,White,2106-3,Female,F,37,2432,1521.4
"Traill County, ND",38097,White,2106-3,Male,M,35,2182,1604
"Traill County, ND",38097,White,2106-3,,,72,4614,1560.5
"Traill County, ND",38097,,,,,73,4623,1579.1
"Walsh County, ND",38099,Other Race,2131-1,Male,M,1,10,10000.0 (Unreliable)
"Walsh County, ND",38099,Other Race,2131-1,,,1,23,4347.8 (Unreliable)
"Walsh County, ND",38099,White,2106-3,Female,F,42,3825,1098
"Walsh County, ND",38099,White,2106-3,Male,M,44,3509,1253.9
"Walsh County, ND",38099,White,2106-3,,,86,7334,1172.6
"Walsh County, ND",38099,,,,,87,7357,1182.5
"Ward County, ND",38101,White,2106-3,Female,F,74,10128,730.6
"Ward County, ND",38101,White,2106-3,Male,M,99,9261,1069
"Ward County, ND",38101,White,2106-3,,,173,19389,892.3
"Ward County, ND",38101,,,,,173,19710,877.7
"Wells County, ND",38103,White,2106-3,Female,F,23,1874,1227.3
"Wells County, ND",38103,White,2106-3,Male,M,26,1747,1488.3
"Wells County, ND",38103,White,2106-3,,,49,3621,1353.2
"Wells County, ND",38103,,,,,49,3622,1352.8
"Williams County, ND",38105,Other Race,2131-1,Male,M,2,80,2500.0 (Unreliable)
"Williams County, ND",38105,Other Race,2131-1,,,2,195,1025.6 (Unreliable)
"Williams County, ND",38105,White,2106-3,Female,F,31,4277,724.8
"Williams County, ND",38105,White,2106-3,Male,M,46,4010,1147.1
"Williams County, ND",38105,White,2106-3,,,77,8287,929.2
"Williams County, ND",38105,,,,,79,8482,931.4
"Adams County, OH",39001,Other Race,2131-1,Male,M,1,10,10000.0 (Unreliable)
"Adams County, OH",39001,Other Race,2131-1,,,1,26,3846.2 (Unreliable)
"Adams County, OH",39001,White,2106-3,Female,F,59,5328,1107.4
"Adams County, OH",39001,White,2106-3,Male,M,67,4947,1354.4
"Adams County, OH",39001,White,2106-3,,,126,10275,1226.3
"Adams County, OH",39001,,,,,127,10319,1230.7
"Allen County, OH",39003,Black or African American,2054-5,Female,F,9,1687,533.5 (Unreliable)
"Allen County, OH",39003,Black or African American,2054-5,Male,M,14,1522,919.8 (Unreliable)
"Allen County, OH",39003,Black or African American,2054-5,,,23,3209,716.7
"Allen County, OH",39003,Other Race,2131-1,Male,M,1,85,1176.5 (Unreliable)
"Allen County, OH",39003,Other Race,2131-1,,,1,175,571.4 (Unreliable)
"Allen County, OH",39003,White,2106-3,Female,F,240,23518,1020.5
"Allen County, OH",39003,White,2106-3,Male,M,252,19576,1287.3
"Allen County, OH",39003,White,2106-3,,,492,43094,1141.7
"Allen County, OH",39003,,,,,516,46478,1110.2
"Ashland County, OH",39005,Black or African American,2054-5,Male,M,1,37,2702.7 (Unreliable)
"Ashland County, OH",39005,Black or African American,2054-5,,,1,69,1449.3 (Unreliable)
"Ashland County, OH",39005,White,2106-3,Female,F,120,10519,1140.8
"Ashland County, OH",39005,White,2106-3,Male,M,104,8964,1160.2
"Ashland County, OH",39005,White,2106-3,,,224,19483,1149.7
"Ashland County, OH",39005,,,,,225,19616,1147
"Ashtabula County, OH",39007,Black or African American,2054-5,Female,F,3,556,539.6 (Unreliable)
"Ashtabula County, OH",39007,Black or African American,2054-5,Male,M,8,498,1606.4 (Unreliable)
"Ashtabula County, OH",39007,Black or African American,2054-5,,,11,1054,1043.6 (Unreliable)
"Ashtabula County, OH",39007,White,2106-3,Female,F,245,23422,1046
"Ashtabula County, OH",39007,White,2106-3,Male,M,236,20274,1164.1
"Ashtabula County, OH",39007,White,2106-3,,,481,43696,1100.8
"Ashtabula County, OH",39007,,,,,492,44953,1094.5
"Athens County, OH",39009,Black or African American,2054-5,Female,F,1,144,694.4 (Unreliable)
"Athens County, OH",39009,Black or African American,2054-5,Male,M,3,145,2069.0 (Unreliable)
"Athens County, OH",39009,Black or African American,2054-5,,,4,289,1384.1 (Unreliable)
"Athens County, OH",39009,White,2106-3,Female,F,104,10067,1033.1
"Athens County, OH",39009,White,2106-3,Male,M,111,8580,1293.7
"Athens County, OH",39009,White,2106-3,,,215,18647,1153
"Athens County, OH",39009,,,,,219,19096,1146.8
"Auglaize County, OH",39011,White,2106-3,Female,F,96,9485,1012.1
"Auglaize County, OH",39011,White,2106-3,Male,M,100,8221,1216.4
"Auglaize County, OH",39011,White,2106-3,,,196,17706,1107
"Auglaize County, OH",39011,,,,,196,17754,1104
"Belmont County, OH",39013,Black or African American,2054-5,Female,F,1,379,263.9 (Unreliable)
"Belmont County, OH",39013,Black or African American,2054-5,Male,M,6,291,2061.9 (Unreliable)
"Belmont County, OH",39013,Black or African American,2054-5,,,7,670,1044.8 (Unreliable)
"Belmont County, OH",39013,White,2106-3,Female,F,240,20600,1165
"Belmont County, OH",39013,White,2106-3,Male,M,262,17139,1528.7
"Belmont County, OH",39013,White,2106-3,,,502,37739,1330.2
"Belmont County, OH",39013,,,,,509,38508,1321.8
"Brown County, OH",39015,Black or African American,2054-5,Female,F,2,99,2020.2 (Unreliable)
"Brown County, OH",39015,Black or African American,2054-5,Male,M,1,97,1030.9 (Unreliable)
"Brown County, OH",39015,Black or African American,2054-5,,,3,196,1530.6 (Unreliable)
"Brown County, OH",39015,White,2106-3,Female,F,78,6949,1122.5
"Brown County, OH",39015,White,2106-3,Male,M,85,6235,1363.3
"Brown County, OH",39015,White,2106-3,,,163,13184,1236.3
"Brown County, OH",39015,,,,,166,13402,1238.6
"Butler County, OH",39017,Black or African American,2054-5,Female,F,25,2357,1060.7
"Butler County, OH",39017,Black or African American,2054-5,Male,M,24,1794,1337.8
"Butler County, OH",39017,Black or African American,2054-5,,,49,4151,1180.4
"Butler County, OH",39017,White,2106-3,Female,F,474,51797,915.1
"Butler County, OH",39017,White,2106-3,Male,M,501,44912,1115.5
"Butler County, OH",39017,White,2106-3,,,975,96709,1008.2
"Butler County, OH",39017,,,,,1024,101286,1011
"Carroll County, OH",39019,Black or African American,2054-5,Male,M,1,25,4000.0 (Unreliable)
"Carroll County, OH",39019,Black or African American,2054-5,,,1,56,1785.7 (Unreliable)
"Carroll County, OH",39019,White,2106-3,Female,F,50,5448,917.8
"Carroll County, OH",39019,White,2106-3,Male,M,69,5137,1343.2
"Carroll County, OH",39019,White,2106-3,,,119,10585,1124.2
"Carroll County, OH",39019,,,,,120,10665,1125.2
"Champaign County, OH",39021,Black or African American,2054-5,Female,F,3,226,1327.4 (Unreliable)
"Champaign County, OH",39021,Black or African American,2054-5,Male,M,5,203,2463.1 (Unreliable)
"Champaign County, OH",39021,Black or African American,2054-5,,,8,429,1864.8 (Unreliable)
"Champaign County, OH",39021,White,2106-3,Female,F,72,7521,957.3
"Champaign County, OH",39021,White,2106-3,Male,M,83,6582,1261
"Champaign County, OH",39021,White,2106-3,,,155,14103,1099.1
"Champaign County, OH",39021,,,,,163,14564,1119.2
"Clark County, OH",39023,Black or African American,2054-5,Female,F,35,3034,1153.6
"Clark County, OH",39023,Black or African American,2054-5,Male,M,32,2290,1397.4
"Clark County, OH",39023,Black or African American,2054-5,,,67,5324,1258.5
"Clark County, OH",39023,White,2106-3,Female,F,401,32212,1244.9
"Clark County, OH",39023,White,2106-3,Male,M,346,27153,1274.3
"Clark County, OH",39023,White,2106-3,,,747,59365,1258.3
"Clark County, OH",39023,,,,,814,64938,1253.5
"Clermont County, OH",39025,Black or African American,2054-5,Female,F,4,210,1904.8 (Unreliable)
"Clermont County, OH",39025,Black or African American,2054-5,Male,M,2,169,1183.4 (Unreliable)
"Clermont County, OH",39025,Black or African American,2054-5,,,6,379,1583.1 (Unreliable)
"Clermont County, OH",39025,White,2106-3,Female,F,186,24114,771.3
"Clermont County, OH",39025,White,2106-3,Male,M,194,22295,870.2
"Clermont County, OH",39025,White,2106-3,,,380,46409,818.8
"Clermont County, OH",39025,,,,,386,46930,822.5
"Clinton County, OH",39027,Black or African American,2054-5,Female,F,2,138,1449.3 (Unreliable)
"Clinton County, OH",39027,Black or African American,2054-5,Male,M,1,124,806.5 (Unreliable)
"Clinton County, OH",39027,Black or African American,2054-5,,,3,262,1145.0 (Unreliable)
"Clinton County, OH",39027,White,2106-3,Female,F,83,7710,1076.5
"Clinton County, OH",39027,White,2106-3,Male,M,95,6511,1459.1
"Clinton County, OH",39027,White,2106-3,,,178,14221,1251.7
"Clinton County, OH",39027,,,,,181,14507,1247.7
"Columbiana County, OH",39029,Black or African American,2054-5,Female,F,6,329,1823.7 (Unreliable)
"Columbiana County, OH",39029,Black or African American,2054-5,Male,M,5,254,1968.5 (Unreliable)
"Columbiana County, OH",39029,Black or African American,2054-5,,,11,583,1886.8 (Unreliable)
"Columbiana County, OH",39029,White,2106-3,Female,F,373,26545,1405.2
"Columbiana County, OH",39029,White,2106-3,Male,M,353,22737,1552.5
"Columbiana County, OH",39029,White,2106-3,,,726,49282,1473.2
"Columbiana County, OH",39029,,,,,737,50010,1473.7
"Coshocton County, OH",39031,Black or African American,2054-5,Female,F,1,106,943.4 (Unreliable)
"Coshocton County, OH",39031,Black or African American,2054-5,,,1,168,595.2 (Unreliable)
"Coshocton County, OH",39031,White,2106-3,Female,F,102,8534,1195.2
"Coshocton County, OH",39031,White,2106-3,Male,M,89,7414,1200.4
"Coshocton County, OH",39031,White,2106-3,,,191,15948,1197.6
"Coshocton County, OH",39031,,,,,192,16160,1188.1
"Crawford County, OH",39033,Black or African American,2054-5,Male,M,1,55,1818.2 (Unreliable)
"Crawford County, OH",39033,Black or African American,2054-5,,,1,113,885.0 (Unreliable)
"Crawford County, OH",39033,White,2106-3,Female,F,129,11918,1082.4
"Crawford County, OH",39033,White,2106-3,Male,M,119,9882,1204.2
"Crawford County, OH",39033,White,2106-3,,,248,21800,1137.6
"Crawford County, OH",39033,,,,,249,21966,1133.6
"Cuyahoga County, OH",39035,Black or African American,2054-5,Female,F,606,73367,826
"Cuyahoga County, OH",39035,Black or African American,2054-5,Male,M,659,58051,1135.2
"Cuyahoga County, OH",39035,Black or African American,2054-5,,,1265,131418,962.6
"Cuyahoga County, OH",39035,Other Race,2131-1,Female,F,3,2628,114.2 (Unreliable)
"Cuyahoga County, OH",39035,Other Race,2131-1,Male,M,9,2512,358.3 (Unreliable)
"Cuyahoga County, OH",39035,Other Race,2131-1,,,12,5140,233.5 (Unreliable)
"Cuyahoga County, OH",39035,White,2106-3,Female,F,3337,309339,1078.8
"Cuyahoga County, OH",39035,White,2106-3,Male,M,3366,247764,1358.6
"Cuyahoga County, OH",39035,White,2106-3,,,6703,557103,1203.2
"Cuyahoga County, OH",39035,,,,,7980,693661,1150.4
"Darke County, OH",39037,Black or African American,2054-5,Male,M,1,42,2381.0 (Unreliable)
"Darke County, OH",39037,Black or African American,2054-5,,,1,80,1250.0 (Unreliable)
"Darke County, OH",39037,White,2106-3,Female,F,139,12600,1103.2
"Darke County, OH",39037,White,2106-3,Male,M,127,10694,1187.6
"Darke County, OH",39037,White,2106-3,,,266,23294,1141.9
"Darke County, OH",39037,,,,,267,23431,1139.5
"Defiance County, OH",39039,Black or African American,2054-5,Female,F,1,8,12500.0 (Unreliable)
"Defiance County, OH",39039,Black or African American,2054-5,,,1,35,2857.1 (Unreliable)
"Defiance County, OH",39039,White,2106-3,Female,F,81,8042,1007.2
"Defiance County, OH",39039,White,2106-3,Male,M,65,7144,909.9
"Defiance County, OH",39039,White,2106-3,,,146,15186,961.4
"Defiance County, OH",39039,,,,,147,15272,962.5
"Delaware County, OH",39041,Black or African American,2054-5,Female,F,2,220,909.1 (Unreliable)
"Delaware County, OH",39041,Black or African American,2054-5,Male,M,1,207,483.1 (Unreliable)
"Delaware County, OH",39041,Black or African American,2054-5,,,3,427,702.6 (Unreliable)
"Delaware County, OH",39041,White,2106-3,Female,F,104,11089,937.9
"Delaware County, OH",39041,White,2106-3,Male,M,110,9962,1104.2
"Delaware County, OH",39041,White,2106-3,,,214,21051,1016.6
"Delaware County, OH",39041,,,,,217,21552,1006.9
"Erie County, OH",39043,Black or African American,2054-5,Female,F,11,1042,1055.7 (Unreliable)
"Erie County, OH",39043,Black or African American,2054-5,Male,M,7,902,776.1 (Unreliable)
"Erie County, OH",39043,Black or African American,2054-5,,,18,1944,925.9 (Unreliable)
"Erie County, OH",39043,White,2106-3,Female,F,142,16858,842.3
"Erie County, OH",39043,White,2106-3,Male,M,163,15332,1063.1
"Erie County, OH",39043,White,2106-3,,,305,32190,947.5
"Erie County, OH",39043,,,,,323,34216,944
"Fairfield County, OH",39045,White,2106-3,Female,F,170,20817,816.6
"Fairfield County, OH",39045,White,2106-3,Male,M,185,18620,993.6
"Fairfield County, OH",39045,White,2106-3,,,355,39437,900.2
"Fairfield County, OH",39045,,,,,355,39645,895.4
"Fayette County, OH",39047,Black or African American,2054-5,Female,F,2,154,1298.7 (Unreliable)
"Fayette County, OH",39047,Black or African American,2054-5,Male,M,3,153,1960.8 (Unreliable)
"Fayette County, OH",39047,Black or African American,2054-5,,,5,307,1628.7 (Unreliable)
"Fayette County, OH",39047,White,2106-3,Female,F,94,6297,1492.8
"Fayette County, OH",39047,White,2106-3,Male,M,79,5437,1453
"Fayette County, OH",39047,White,2106-3,,,173,11734,1474.3
"Fayette County, OH",39047,,,,,178,12071,1474.6
"Franklin County, OH",39049,Black or African American,2054-5,Female,F,192,23885,803.9
"Franklin County, OH",39049,Black or African American,2054-5,Male,M,211,19370,1089.3
"Franklin County, OH",39049,Black or African American,2054-5,,,403,43255,931.7
"Franklin County, OH",39049,Other Race,2131-1,Female,F,1,1284,77.9 (Unreliable)
"Franklin County, OH",39049,Other Race,2131-1,Male,M,3,1165,257.5 (Unreliable)
"Franklin County, OH",39049,Other Race,2131-1,,,4,2449,163.3 (Unreliable)
"Franklin County, OH",39049,White,2106-3,Female,F,1492,156030,956.2
"Franklin County, OH",39049,White,2106-3,Male,M,1309,127750,1024.7
"Franklin County, OH",39049,White,2106-3,,,2801,283780,987
"Franklin County, OH",39049,,,,,3208,329484,973.6
"Fulton County, OH",39051,White,2106-3,Female,F,75,7979,940
"Fulton County, OH",39051,White,2106-3,Male,M,89,7006,1270.3
"Fulton County, OH",39051,White,2106-3,,,164,14985,1094.4
"Fulton County, OH",39051,,,,,164,15028,1091.3
"Gallia County, OH",39053,Black or African American,2054-5,Female,F,2,200,1000.0 (Unreliable)
"Gallia County, OH",39053,Black or African American,2054-5,Male,M,3,190,1578.9 (Unreliable)
"Gallia County, OH",39053,Black or African American,2054-5,,,5,390,1282.1 (Unreliable)
"Gallia County, OH",39053,Other Race,2131-1,Female,F,1,38,2631.6 (Unreliable)
"Gallia County, OH",39053,Other Race,2131-1,,,1,66,1515.2 (Unreliable)
"Gallia County, OH",39053,White,2106-3,Female,F,56,6592,849.5
"Gallia County, OH",39053,White,2106-3,Male,M,64,5852,1093.6
"Gallia County, OH",39053,White,2106-3,,,120,12444,964.3
"Gallia County, OH",39053,,,,,126,12900,976.7
"Geauga County, OH",39055,Black or African American,2054-5,Female,F,2,230,869.6 (Unreliable)
"Geauga County, OH",39055,Black or African American,2054-5,Male,M,1,185,540.5 (Unreliable)
"Geauga County, OH",39055,Black or African American,2054-5,,,3,415,722.9 (Unreliable)
"Geauga County, OH",39055,White,2106-3,Female,F,104,15791,658.6
"Geauga County, OH",39055,White,2106-3,Male,M,99,14899,664.5
"Geauga County, OH",39055,White,2106-3,,,203,30690,661.5
"Geauga County, OH",39055,,,,,206,31231,659.6
"Greene County, OH",39057,Black or African American,2054-5,Female,F,13,1394,932.6 (Unreliable)
"Greene County, OH",39057,Black or African American,2054-5,Male,M,16,1199,1334.4 (Unreliable)
"Greene County, OH",39057,Black or African American,2054-5,,,29,2593,1118.4
"Greene County, OH",39057,Other Race,2131-1,Male,M,1,213,469.5 (Unreliable)
"Greene County, OH",39057,Other Race,2131-1,,,1,485,206.2 (Unreliable)
"Greene County, OH",39057,White,2106-3,Female,F,156,25007,623.8
"Greene County, OH",39057,White,2106-3,Male,M,177,23137,765
"Greene County, OH",39057,White,2106-3,,,333,48144,691.7
"Greene County, OH",39057,,,,,363,51222,708.7
"Guernsey County, OH",39059,Black or African American,2054-5,Male,M,2,114,1754.4 (Unreliable)
"Guernsey County, OH",39059,Black or African American,2054-5,,,2,229,873.4 (Unreliable)
"Guernsey County, OH",39059,White,2106-3,Female,F,138,9995,1380.7
"Guernsey County, OH",39059,White,2106-3,Male,M,129,8345,1545.8
"Guernsey County, OH",39059,White,2106-3,,,267,18340,1455.8
"Guernsey County, OH",39059,,,,,269,18639,1443.2
"Hamilton County, OH",39061,Black or African American,2054-5,Female,F,377,34250,1100.7
"Hamilton County, OH",39061,Black or African American,2054-5,Male,M,334,26059,1281.7
"Hamilton County, OH",39061,Black or African American,2054-5,,,711,60309,1178.9
"Hamilton County, OH",39061,Other Race,2131-1,Female,F,1,1042,96.0 (Unreliable)
"Hamilton County, OH",39061,Other Race,2131-1,Male,M,1,946,105.7 (Unreliable)
"Hamilton County, OH",39061,Other Race,2131-1,,,2,1988,100.6 (Unreliable)
"Hamilton County, OH",39061,White,2106-3,Female,F,1978,173780,1138.2
"Hamilton County, OH",39061,White,2106-3,Male,M,1748,137371,1272.5
"Hamilton County, OH",39061,White,2106-3,,,3726,311151,1197.5
"Hamilton County, OH",39061,,,,,4439,373448,1188.7
"Hancock County, OH",39063,Black or African American,2054-5,Female,F,1,71,1408.5 (Unreliable)
"Hancock County, OH",39063,Black or African American,2054-5,,,1,131,763.4 (Unreliable)
"Hancock County, OH",39063,White,2106-3,Female,F,133,14479,918.6
"Hancock County, OH",39063,White,2106-3,Male,M,135,12257,1101.4
"Hancock County, OH",39063,White,2106-3,,,268,26736,1002.4
"Hancock County, OH",39063,,,,,269,26952,998.1
"Hardin County, OH",39065,Black or African American,2054-5,Female,F,1,41,2439.0 (Unreliable)
"Hardin County, OH",39065,Black or African American,2054-5,Male,M,1,31,3225.8 (Unreliable)
"Hardin County, OH",39065,Black or African American,2054-5,,,2,72,2777.8 (Unreliable)
"Hardin County, OH",39065,White,2106-3,Female,F,83,7030,1180.7
"Hardin County, OH",39065,White,2106-3,Male,M,84,5928,1417
"Hardin County, OH",39065,White,2106-3,,,167,12958,1288.8
"Hardin County, OH",39065,,,,,169,13061,1293.9
"Harrison County, OH",39067,Black or African American,2054-5,Female,F,1,89,1123.6 (Unreliable)
"Harrison County, OH",39067,Black or African American,2054-5,Male,M,1,83,1204.8 (Unreliable)
"Harrison County, OH",39067,Black or African American,2054-5,,,2,172,1162.8 (Unreliable)
"Harrison County, OH",39067,White,2106-3,Female,F,45,4326,1040.2
"Harrison County, OH",39067,White,2106-3,Male,M,52,3731,1393.7
"Harrison County, OH",39067,White,2106-3,,,97,8057,1203.9
"Harrison County, OH",39067,,,,,99,8242,1201.2
"Henry County, OH",39069,White,2106-3,Female,F,80,6423,1245.5
"Henry County, OH",39069,White,2106-3,Male,M,67,5500,1218.2
"Henry County, OH",39069,White,2106-3,,,147,11923,1232.9
"Henry County, OH",39069,,,,,147,11961,1229
"Highland County, OH",39071,Black or African American,2054-5,Female,F,1,140,714.3 (Unreliable)
"Highland County, OH",39071,Black or African American,2054-5,Male,M,1,122,819.7 (Unreliable)
"Highland County, OH",39071,Black or African American,2054-5,,,2,262,763.4 (Unreliable)
"Highland County, OH",39071,White,2106-3,Female,F,111,7972,1392.4
"Highland County, OH",39071,White,2106-3,Male,M,98,6926,1415
"Highland County, OH",39071,White,2106-3,,,209,14898,1402.9
"Highland County, OH",39071,,,,,211,15204,1387.8
"Hocking County, OH",39073,Other Race,2131-1,Male,M,1,8,12500.0 (Unreliable)
"Hocking County, OH",39073,Other Race,2131-1,,,1,16,6250.0 (Unreliable)
"Hocking County, OH",39073,White,2106-3,Female,F,49,5477,894.7
"Hocking County, OH",39073,White,2106-3,Male,M,53,4964,1067.7
"Hocking County, OH",39073,White,2106-3,,,102,10441,976.9
"Hocking County, OH",39073,,,,,103,10509,980.1
"Holmes County, OH",39075,White,2106-3,Female,F,58,5645,1027.5
"Holmes County, OH",39075,White,2106-3,Male,M,60,4892,1226.5
"Holmes County, OH",39075,White,2106-3,,,118,10537,1119.9
"Holmes County, OH",39075,,,,,118,10558,1117.6
"Huron County, OH",39077,Black or African American,2054-5,Female,F,1,117,854.7 (Unreliable)
"Huron County, OH",39077,Black or African American,2054-5,Male,M,1,108,925.9 (Unreliable)
"Huron County, OH",39077,Black or African American,2054-5,,,2,225,888.9 (Unreliable)
"Huron County, OH",39077,White,2106-3,Female,F,125,11721,1066.5
"Huron County, OH",39077,White,2106-3,Male,M,121,9927,1218.9
"Huron County, OH",39077,White,2106-3,,,246,21648,1136.4
"Huron County, OH",39077,,,,,248,21923,1131.2
"Jackson County, OH",39079,Black or African American,2054-5,Male,M,1,43,2325.6 (Unreliable)
"Jackson County, OH",39079,Black or African American,2054-5,,,1,81,1234.6 (Unreliable)
"Jackson County, OH",39079,White,2106-3,Female,F,98,7234,1354.7
"Jackson County, OH",39079,White,2106-3,Male,M,92,5985,1537.2
"Jackson County, OH",39079,White,2106-3,,,190,13219,1437.3
"Jackson County, OH",39079,,,,,191,13326,1433.3
"Jefferson County, OH",39081,Black or African American,2054-5,Female,F,13,1093,1189.4 (Unreliable)
"Jefferson County, OH",39081,Black or African American,2054-5,Male,M,15,884,1696.8 (Unreliable)
"Jefferson County, OH",39081,Black or African American,2054-5,,,28,1977,1416.3
"Jefferson County, OH",39081,White,2106-3,Female,F,243,22026,1103.2
"Jefferson County, OH",39081,White,2106-3,Male,M,258,18600,1387.1
"Jefferson County, OH",39081,White,2106-3,,,501,40626,1233.2
"Jefferson County, OH",39081,,,,,529,42770,1236.8
"Knox County, OH",39083,Black or African American,2054-5,Female,F,1,79,1265.8 (Unreliable)
